-0.025631,0.047412,0.96669,2.4415,-1.5786,-2.1189
-0.037162,0.078827,1.0004,-2.0803,9.3244,-1.9443
-0.031274,0.079071,1.011,-5.3251,12.22,-0.93144
-0.01778,0.090517,1.045,-10.641,13.829,1.4784
-0.095063,0.033774,1.0304,-15.439,15.509,3.05
-0.095799,0.0047935,1.021,-13.54,11.97,1.7578
-0.10708,-0.020047,1.0799,-6.119,5.0705,0.84974
-0.097271,-0.026622,1.0568,-3.8753,1.9247,-2.7475
-0.088193,0.023058,1.0423,4.9269,-6.333,-8.4054
-0.091383,0.055692,1.0358,11.244,-14.984,-9.0341
-0.075435,0.050334,1.0273,10.968,-18.308,-8.8245
-0.044522,0.048629,0.99044,10.139,-21.275,-6.4147
-0.018761,0.067868,0.96087,8.2406,-16.986,-5.9607
-0.0047765,0.080045,0.96014,7.7919,-12.053,-5.4368
-0.0096834,0.094657,0.99553,5.8588,-1.3283,-2.8872
-0.016308,0.099284,1.035,-1.39,4.9275,0.67512
-0.036426,0.087351,1.0486,-3.6337,6.7506,3.2246
-0.076662,0.017214,1.037,-5.6702,9.5389,6.5775
-0.086476,0.013317,1.0222,-3.3575,6.9293,5.39
-0.062677,0.030608,1.0365,0.30141,2.1034,2.8754
-0.067094,-0.002756,1.0251,-1.1484,1.7102,-0.96637
-0.077889,-0.0022689,1.0227,0.99177,1.0668,-4.3192
-0.072491,0.061293,1.0336,10.036,-5.2605,-8.126
-0.054581,0.077609,1.0169,12.728,-13.983,-4.7383
-0.039861,0.075174,1.0016,11.244,-15.52,-3.2714
-0.047221,0.082967,0.98777,4.3055,-12.625,-1.2458
-0.044522,0.09076,0.9948,-3.392,-11.123,1.6879
-0.042805,0.095387,1.0023,-6.5332,-10.372,3.5739
-0.052864,0.067868,1.0096,-10.158,-9.157,6.3679
-0.043295,0.042784,1.019,-10.917,-9.8362,6.9616
-0.051882,0.031826,1.0438,-9.916,-11.266,6.6822
-0.056299,0.041323,0.99504,-5.3596,-14.626,5.0757
-0.062432,0.0062547,1.021,-0.49251,-15.234,4.2724
-0.064886,-0.011523,1.0278,4.6852,-17.879,-0.47741
-0.04305,0.0077159,1.0125,7.6193,-21.561,-5.7162
-0.020969,0.020867,1.0108,9.1726,-22.491,-6.5195
-0.020478,0.060562,1.0043,11.347,-22.884,-7.0433
-0.0062486,0.089543,1.0035,10.553,-20.56,-4.5637
-0.0062486,0.086133,1.005,8.1716,-18.809,-1.9792
0.035705,0.1005,0.99189,0.71563,-15.985,0.43064
0.029817,0.069329,0.96499,-1.7697,-1.8645,4.3772
0.024419,0.08589,1.0055,-0.14733,5.6067,4.0629
-0.012627,0.0949,1.0476,-5.9809,12.613,6.7521
-0.044031,0.069573,1.0404,-9.2256,11.755,8.2888
-0.035935,0.023545,1.0263,-5.0834,3.3546,7.8697
-0.021214,0.034991,1.0253,-0.11281,-2.7225,5.5996
-0.026367,0.026955,1.0055,0.57756,-4.0451,4.1676
-0.024649,0.027198,1.0026,2.9938,-3.0799,-1.1061
-0.029556,0.040106,1.0203,5.5482,-1.6143,-4.3192
-0.033482,0.040349,1.0251,5.7208,-2.4365,-4.5637
-0.015817,0.058858,1.0195,2.6487,-6.0112,-3.5159
-0.012137,0.05837,1.0038,-1.0793,-5.7253,-2.2237
-0.0074753,0.048629,0.99165,-0.76866,-4.4383,-1.0711
0.0096987,0.059832,1.0103,1.5095,2.3537,0.36079
0.007736,0.070547,1.0375,1.1298,7.0366,0.53541
-0.023423,0.059101,1.0382,-4.2895,10.218,2.7357
-0.034218,0.048873,1.0457,-9.2947,10.862,5.2852
-0.034708,0.042054,1.0442,-9.4673,9.2172,4.6566
-0.043295,0.018918,1.0176,-5.6357,5.7139,3.7136
-0.018025,0.060075,1.0101,0.059782,-0.72061,0.53541
-0.011646,0.068842,1.0011,-0.56155,-1.5428,0.15124
-0.022441,0.078827,0.99504,-3.5646,1.174,0.29094
-0.030538,0.073957,1.0106,-7.6033,0.92377,1.4085
-0.030047,0.045463,0.99747,-9.6053,-0.11291,2.1769
-0.033972,0.0077159,1.0052,-7.4307,0.70928,0.15124
-0.042069,0.010638,1.0193,-4.6692,0.99526,-1.9792
-0.044767,0.020623,1.0198,-0.52703,-3.5804,-3.4111
-0.0023231,0.046681,1.0057,4.1329,-6.6904,-3.0968
0.0055279,0.06592,0.99892,6.3766,-4.4383,-2.9222
0.0020931,0.087838,1.0469,7.136,3.0686,-1.6998
0.010189,0.079558,1.0636,1.6476,4.141,3.8533
-0.011891,0.048386,1.0312,-2.6326,4.9275,6.8569
-0.030292,0.023545,1.0132,-4.0479,5.5352,4.3073
-0.033482,0.031826,1.0093,-1.8732,3.5691,2.2118
-0.038634,0.034017,1.0045,-0.31992,3.3903,1.6181
-0.041578,0.033774,0.98729,1.7857,1.6745,-0.82667
-0.049429,0.027198,0.99214,2.3035,1.7102,-1.8395
-0.029311,0.027442,1.0028,1.6821,2.6396,-3.8302
-0.032991,0.03767,1.0173,0.094301,3.2474,-4.7383
-0.026121,0.042054,1.0258,-0.2854,2.3179,-4.8431
-0.026367,0.050821,1.0384,1.0953,-0.0056656,-3.4111
-0.0074753,0.056909,1.0365,4.7197,-2.8655,-1.8744
0.0065092,0.070791,1.0261,5.8243,-2.651,-0.68696
-0.015326,0.073226,1.0324,7.3431,3.4976,0.36079
0.0016024,0.070304,1.0455,3.6497,4.57,2.5261
-0.04992,0.039862,1.0181,0.094301,5.6782,4.482
-0.028084,0.033774,1.0021,1.8892,3.3546,1.2688
-0.027839,0.038401,1.0203,3.6152,3.8908,0.81482
-0.055317,0.034504,1.0297,4.7197,5.285,0.60526
-0.029556,0.045707,1.0234,3.5116,-0.11291,-0.93144
-0.028329,0.054961,1.0161,0.094301,-0.43463,-0.54726
-0.029556,0.05009,1.0084,-2.7362,2.3894,-0.72189
-0.0325,0.026468,1.0055,-1.0448,1.746,-1.2458
-0.041823,0.02939,1.0171,1.2679,1.3885,-2.3284
-0.045258,0.055935,1.0452,5.5482,-0.36314,-3.9001
-0.026121,0.064946,1.0181,5.3066,-6.5117,-1.8046
-0.014345,0.063485,1.0028,5.5482,-6.5832,-0.16309
-0.0069846,0.075174,1.0113,3.8913,-0.50613,0.77989
