0.033497,-0.012741,1.02,-0.76866,-0.0056656,-0.51234
0.034969,-0.010305,1.0217,-1.0793,-1.5786,-0.30279
0.040367,-0.011036,1.0132,-1.459,-2.4365,-0.19801
0.045519,-0.015176,1.011,-1.9423,-1.2926,-0.23294
0.042329,-0.014933,1.0113,-1.9768,-0.50613,-0.19801
0.03546,-0.023943,1.0081,-1.5971,-0.29165,-0.058313
0.033006,-0.018586,1.0115,-0.56155,-1.1138,-0.058313
0.039876,-0.017124,1.0106,-0.35444,-1.3283,-0.23294
0.042329,-0.017124,1.0176,-0.38895,0.24457,-0.47741
0.043556,-0.01956,1.0113,-0.63058,0.88802,-0.16309
0.045273,-0.021995,1.0026,-0.45799,1.174,0.11631
0.038649,-0.016637,1.0135,0.68111,2.7469,0.50049
0.037177,-0.017611,1.0186,0.75015,2.8899,0.53541
0.031289,-0.019316,1.0188,0.50852,2.4609,0.39571
0.034969,-0.013471,1.0173,0.75015,0.67354,0.046463
0.045273,-0.014933,1.0195,0.474,-0.11291,0.25601
0.039876,-0.011523,1.027,0.12882,0.67354,0.046463
0.034478,-0.014933,1.0227,-1.3209,0.70928,-0.26786
0.035214,-0.012741,1.0161,-1.9423,0.60204,-0.26786
0.033742,-0.013715,1.0188,-2.5291,0.065829,-0.44249
0.048708,-0.017611,1.013,-2.7017,-0.1844,-0.68696
0.032025,-0.023213,1.0086,-2.322,-0.54188,0.25601
0.048954,-0.017611,1.0123,-1.2864,-0.89935,0.84974
0.025155,-0.01615,1.0159,-1.0448,-1.4713,1.6879
0.043801,-0.021751,1.0062,-1.0448,-2.6152,1.6181
0.030062,-0.017124,1.0193,-0.25088,-3.9736,1.5133
0.037913,-0.021508,1.0156,-0.078291,-5.2605,0.81482
0.043556,-0.014689,1.0093,-0.21636,-4.7601,0.36079
0.039385,-7.7151e-05,1.0314,0.12882,-6.047,0.081388
0.059013,-0.025648,0.99238,-1.2174,-5.618,-0.65204
0.043065,-0.013471,1.0152,-1.1138,-0.36314,-1.2807
0.04969,-0.021751,1.012,-1.0793,0.78078,-1.1759
0.044537,-0.017611,1.0127,-0.90673,1.8889,-1.3505
0.0465,-0.01615,1.0171,-0.63058,3.2474,-1.0711
0.060239,-0.0034866,1.019,-1.2519,4.427,-1.8046
0.040857,-0.025892,1.011,-0.2854,1.603,0.98944
0.037913,-0.021021,1.0212,-1.4935,3.4261,-0.44249
0.01387,-0.02857,1.0336,-1.1138,1.174,1.0244
0.045519,-0.012741,1.0266,-1.6661,0.74503,-0.19801
0.01804,-0.019803,1.0285,-1.1829,-4.8316,0.98944
0.015096,-0.029301,1.0394,-1.6661,-6.4759,0.15124
0.046009,-0.019073,1.0147,-1.6316,-10.444,-0.37264
0.062447,-0.020777,1.0106,-1.8732,-9.1213,-0.23294
0.044292,-0.022969,1.0108,-1.4245,-8.9068,0.36079
0.063429,-0.017368,1.0108,-0.97576,-6.5117,-0.19801
0.060485,-0.024187,1.0016,-1.5626,-1.4713,-0.54726
0.03595,-0.024917,1.0159,-0.45799,-1.65,0.64019
0.081584,-0.02029,0.99844,-0.90673,0.99526,-1.2807
0.037177,-0.023213,1.0173,-0.2854,4.7487,-0.19801
0.039385,-0.021995,1.0127,-0.35444,4.9632,-0.68696
0.048218,-0.016637,1.0188,0.61207,3.2116,-0.86159
0.062693,-0.022726,1.0028,0.025264,3.6763,-1.1061
0.024419,-0.002756,1.0392,1.7512,4.2483,0.32586
0.052879,-0.029788,1.0108,0.474,2.4252,0.22109
0.043556,-0.016881,1.0152,0.68111,3.2831,1.0593
0.033742,-0.02443,1.0091,0.26689,3.3903,1.8276
0.039631,-0.022482,1.0154,0.025264,2.4252,1.7578
0.027363,-0.017368,1.0219,0.094301,1.2812,1.6879
0.042575,-0.026135,1.0156,-0.94125,0.20882,2.0023
0.034233,-0.022239,1.0246,-1.8042,1.9247,1.1641
